,name,album,artist,release_date,length,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,valence
178,Lollipops And Roses,Whipped Cream & Other Delights,Herb Alpert & The Tijuana Brass,1965-04-01,148813,36,0.679,0.547,0.528,0.939,0.318,-10.346,0.0299,89.794,4,0.849
179,Man! I Feel Like A Woman!,Come On Over,Shania Twain,1997-11-04,234493,78,0.657,0.581,0.639,0.0,0.278,-7.527,0.0412,124.882,4,0.674
180,I'm Holdin' On To Love (To Save My Life),Come On Over,Shania Twain,1997-11-04,206773,46,0.598,0.179,0.815,0.0,0.336,-7.535,0.0487,156.788,4,0.927
181,Love Gets Me Every Time,Come On Over,Shania Twain,1997-11-04,213826,51,0.737,0.264,0.693,1.1e-06,0.273,-7.045,0.0273,123.055,4,0.962
182,Don't Be Stupid (You Know I Love You),Come On Over,Shania Twain,1997-11-04,214240,55,0.773,0.261,0.641,0.0,0.548,-6.742,0.0318,122.025,4,0.903
183,From This Moment On,Come On Over,Shania Twain,1997-11-04,281533,66,0.305,0.483,0.323,0.0,0.107,-9.396,0.0284,135.803,4,0.103
184,Come On Over,Come On Over,Shania Twain,1997-11-04,174026,49,0.635,0.166,0.852,0.0,0.309,-6.463,0.0516,76.498,4,0.966
185,When,Come On Over,Shania Twain,1997-11-04,219173,46,0.627,0.1,0.658,0.0,0.424,-6.562,0.034,119.997,4,0.808
186,Whatever You Do! Don't!,Come On Over,Shania Twain,1997-11-04,228826,46,0.7,0.104,0.666,0.0,0.0843,-7.849,0.0275,121.005,4,0.462
187,"If You Wanna Touch Her, Ask!",Come On Over,Shania Twain,1997-11-04,243948,40,0.73,0.121,0.647,0.0,0.208,-6.753,0.0352,106.938,4,0.934
188,You're Still The One,Come On Over,Shania Twain,1997-11-04,212200,77,0.585,0.363,0.494,0.0,0.0886,-8.751,0.0353,133.822,4,0.634
189,"Honey, I'm Home",Come On Over,Shania Twain,1997-11-04,215200,63,0.616,0.208,0.723,0.0,0.181,-6.451,0.0913,160.525,4,0.859
190,That Don't Impress Me Much,Come On Over,Shania Twain,1997-11-04,218866,66,0.757,0.235,0.757,0.0,0.0474,-7.598,0.0389,124.956,4,0.967
191,"Black Eyes, Blue Tears",Come On Over,Shania Twain,1997-11-04,219693,42,0.669,0.289,0.704,0.0,0.28,-6.345,0.0305,118.772,4,0.691
192,I Won't Leave You Lonely,Come On Over,Shania Twain,1997-11-04,252240,39,0.674,0.536,0.47,0.000605,0.121,-10.025,0.0285,112.997,4,0.658
193,Rock This Country!,Come On Over,Shania Twain,1997-11-04,262400,49,0.637,0.252,0.802,0.0,0.228,-5.794,0.0302,129.106,4,0.696
194,You've Got A Way,Come On Over,Shania Twain,1997-11-04,209760,44,0.577,0.592,0.301,0.0,0.108,-9.857,0.0268,131.967,4,0.203
195,Second Hand News - 2004 Remaster,Rumours,Fleetwood Mac,1977-02-04,176306,63,0.696,0.242,0.942,0.00571,0.0524,-5.252,0.136,117.56,4,0.502
196,Dreams - 2004 Remaster,Rumours,Fleetwood Mac,1977-02-04,257800,62,0.829,0.0671,0.487,0.00263,0.127,-9.751,0.0278,120.173,4,0.776
197,Never Going Back Again - 2004 Remaster,Rumours,Fleetwood Mac,1977-02-04,134400,58,0.642,0.854,0.34,0.475,0.0816,-12.852,0.0394,176.08,4,0.927
198,Don't Stop - 2004 Remaster,Rumours,Fleetwood Mac,1977-02-04,193346,73,0.671,0.0393,0.71,1.12e-05,0.0387,-7.724,0.0356,118.745,4,0.834
199,Go Your Own Way - 2004 Remaster,Rumours,Fleetwood Mac,1977-02-04,223613,77,0.583,0.0185,0.947,0.00109,0.0679,-5.12,0.0378,135.448,4,0.803
200,Songbird - 2004 Remaster,Rumours,Fleetwood Mac,1977-02-04,200813,63,0.58,0.982,0.0842,0.00126,0.11,-15.52,0.0302,92.123,4,0.388
201,The Chain - 2004 Remaster,Rumours,Fleetwood Mac,1977-02-04,269813,64,0.522,0.0517,0.755,6.63e-05,0.0781,-6.95,0.0524,151.796,4,0.637
202,You Make Loving Fun - 2004 Remaster,Rumours,Fleetwood Mac,1977-02-04,213693,67,0.625,0.0138,0.591,0.0399,0.0893,-9.127,0.0265,126.597,4,0.863
203,I Don't Want to Know - 2004 Remaster,Rumours,Fleetwood Mac,1977-02-04,196853,61,0.718,0.0691,0.689,0.00695,0.0685,-7.09,0.028,139.318,4,0.942
204,Oh Daddy - 2004 Remaster,Rumours,Fleetwood Mac,1977-02-04,236240,53,0.58,0.522,0.35,7.69e-05,0.134,-10.855,0.0356,137.821,4,0.469
205,Gold Dust Woman - 2004 Remaster,Rumours,Fleetwood Mac,1977-02-04,295626,64,0.666,0.281,0.608,0.000804,0.466,-9.335,0.0319,123.18,4,0.674
