,name,album,artist,release_date,length,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,valence
170,someone like u - interlude,Positions (Deluxe),Ariana Grande,2021-02-19,76742,55,0.639,0.175,0.544,2.44e-05,0.14,-9.5,0.0383,118.158,4,0.179
171,test drive,Positions (Deluxe),Ariana Grande,2021-02-19,122174,67,0.698,0.0251,0.708,0.0,0.124,-4.943,0.0454,115.036,4,0.322
172,"34+35 Remix (feat. Doja Cat, Megan Thee Stallion) - Remix",Positions (Deluxe),Ariana Grande,2021-02-19,182437,69,0.659,0.211,0.662,0.0,0.228,-5.768,0.434,109.957,4,0.704
173,worst behavior,Positions (Deluxe),Ariana Grande,2021-02-19,124281,63,0.726,0.37,0.667,0.0,0.118,-5.956,0.0617,100.053,4,0.434
174,main thing,Positions (Deluxe),Ariana Grande,2021-02-19,129080,59,0.734,0.317,0.475,1.41e-06,0.113,-7.77,0.0403,134.119,4,0.217
175,Future Nostalgia,Future Nostalgia (The Moonlight Edition),Dua Lipa,2021-02-11,184881,65,0.875,0.00618,0.813,0.0,0.321,-4.502,0.0579,114.993,4,0.859
176,Don't Start Now,Future Nostalgia (The Moonlight Edition),Dua Lipa,2021-02-11,183290,72,0.793,0.0123,0.793,0.0,0.0951,-4.521,0.083,123.95,4,0.679
177,Cool,Future Nostalgia (The Moonlight Edition),Dua Lipa,2021-02-11,209583,65,0.469,0.133,0.785,1.55e-06,0.0931,-4.015,0.0664,89.719,4,0.79
178,Physical,Future Nostalgia (The Moonlight Edition),Dua Lipa,2021-02-11,193829,70,0.647,0.0137,0.844,0.000658,0.102,-3.756,0.0457,146.967,4,0.746
179,Levitating,Future Nostalgia (The Moonlight Edition),Dua Lipa,2021-02-11,203807,63,0.695,0.0561,0.884,0.0,0.213,-2.278,0.0753,103.014,4,0.914
180,Pretty Please,Future Nostalgia (The Moonlight Edition),Dua Lipa,2021-02-11,194607,67,0.906,0.0311,0.474,5.5e-06,0.286,-6.124,0.194,106.976,4,0.656
181,Hallucinate,Future Nostalgia (The Moonlight Edition),Dua Lipa,2021-02-11,208505,68,0.627,0.033,0.69,0.0,0.0742,-5.396,0.139,122.053,4,0.627
182,Love Again,Future Nostalgia (The Moonlight Edition),Dua Lipa,2021-02-11,258004,76,0.659,0.00173,0.667,2.85e-05,0.1,-4.668,0.0339,115.982,4,0.468
183,Break My Heart,Future Nostalgia (The Moonlight Edition),Dua Lipa,2021-02-11,221820,70,0.73,0.167,0.729,1.39e-06,0.349,-3.434,0.0884,113.011,4,0.467
184,Good In Bed,Future Nostalgia (The Moonlight Edition),Dua Lipa,2021-02-11,218754,65,0.68,0.138,0.701,0.000191,0.168,-5.001,0.0917,94.06,4,0.649
185,Boys Will Be Boys,Future Nostalgia (The Moonlight Edition),Dua Lipa,2021-02-11,166266,63,0.768,0.408,0.486,0.0,0.098,-5.954,0.0353,125.021,4,0.519
186,Fever,Future Nostalgia (The Moonlight Edition),Dua Lipa,2021-02-11,156910,66,0.868,0.0597,0.693,0.00399,0.106,-7.052,0.181,114.999,4,0.396
187,We're Good,Future Nostalgia (The Moonlight Edition),Dua Lipa,2021-02-11,165506,78,0.722,0.0319,0.588,0.0,0.183,-5.932,0.0544,134.01,4,0.59
188,Prisoner (feat. Dua Lipa),Future Nostalgia (The Moonlight Edition),Dua Lipa,2021-02-11,169338,67,0.769,0.0109,0.659,0.0,0.0709,-3.899,0.0442,127.992,4,0.586
189,If It Ain't Me,Future Nostalgia (The Moonlight Edition),Dua Lipa,2021-02-11,195351,67,0.809,0.0185,0.623,8.77e-05,0.0538,-6.254,0.145,114.986,4,0.57
190,That Kind Of Woman,Future Nostalgia (The Moonlight Edition),Dua Lipa,2021-02-11,200108,64,0.64,0.0045,0.665,0.0,0.22,-4.966,0.0325,113.213,4,0.42
191,Not My Problem (feat. JID),Future Nostalgia (The Moonlight Edition),Dua Lipa,2021-02-11,143176,61,0.695,0.442,0.732,0.0,0.428,-3.308,0.317,107.926,4,0.802
192,Levitating (feat. DaBaby),Future Nostalgia (The Moonlight Edition),Dua Lipa,2021-02-11,203064,71,0.702,0.00883,0.825,0.0,0.0674,-3.787,0.0601,102.977,4,0.915
193,Un Día (One Day),Future Nostalgia (The Moonlight Edition),Dua Lipa,2021-02-11,231815,65,0.572,0.00547,0.634,0.0,0.129,-10.599,0.0617,168.136,4,0.432
194,Get Ugly,My Turn (Deluxe),Lil Baby,2020-05-01,155832,49,0.68,0.177,0.414,0.0,0.178,-6.944,0.223,148.029,4,0.0734
195,Heatin Up (feat. Gunna),My Turn (Deluxe),Lil Baby,2020-05-01,177314,53,0.788,0.0612,0.436,0.0,0.0979,-9.435,0.364,129.852,4,0.341
196,How,My Turn (Deluxe),Lil Baby,2020-05-01,181999,51,0.582,0.00168,0.487,0.0,0.0941,-8.208,0.455,80.325,4,0.308
197,Grace (feat. 42 Dugg),My Turn (Deluxe),Lil Baby,2020-05-01,203438,51,0.824,0.384,0.513,0.0,0.109,-6.263,0.36,123.026,4,0.179
198,Woah,My Turn (Deluxe),Lil Baby,2020-05-01,183011,53,0.884,0.0177,0.599,0.0,0.179,-5.551,0.248,142.978,4,0.413
199,Live Off My Closet (feat. Future),My Turn (Deluxe),Lil Baby,2020-05-01,173061,48,0.807,0.0345,0.678,0.0,0.0986,-3.243,0.177,147.004,4,0.21
200,Same Thing,My Turn (Deluxe),Lil Baby,2020-05-01,162791,46,0.902,0.0389,0.85,0.0,0.0838,-6.39,0.358,120.13,5,0.556
201,Emotionally Scarred,My Turn (Deluxe),Lil Baby,2020-05-01,197529,54,0.585,0.0286,0.641,0.0,0.316,-4.269,0.133,88.284,4,0.266
202,Commercial (feat. Lil Uzi Vert),My Turn (Deluxe),Lil Baby,2020-05-01,214214,51,0.892,0.0481,0.486,0.0,0.146,-8.636,0.384,120.995,4,0.529
203,Forever (feat. Lil Wayne),My Turn (Deluxe),Lil Baby,2020-05-01,201615,45,0.619,0.0799,0.668,0.0,0.122,-2.115,0.271,76.514,4,0.147
204,Can't Explain,My Turn (Deluxe),Lil Baby,2020-05-01,181341,44,0.642,0.0365,0.372,0.0,0.149,-10.201,0.582,160.006,4,0.119
205,No Sucker (feat. Moneybagg Yo),My Turn (Deluxe),Lil Baby,2020-05-01,188606,49,0.9,0.025,0.846,0.0,0.204,-4.884,0.224,129.966,4,0.85
206,Sum 2 Prove,My Turn (Deluxe),Lil Baby,2020-05-01,205760,54,0.827,0.0169,0.552,0.0,0.122,-7.571,0.274,124.011,4,0.408
207,We Should (feat. Young Thug),My Turn (Deluxe),Lil Baby,2020-05-01,176539,44,0.562,0.326,0.604,0.0,0.416,-7.498,0.197,83.356,4,0.562
208,"Catch The Sun - From ""Queen & Slim: The Soundtrack""",My Turn (Deluxe),Lil Baby,2020-05-01,182329,46,0.472,0.117,0.65,0.0,0.14,-6.676,0.126,82.563,4,0.11
209,Consistent,My Turn (Deluxe),Lil Baby,2020-05-01,181011,45,0.817,0.00434,0.439,0.0,0.282,-7.635,0.506,149.967,4,0.215
210,Gang Signs,My Turn (Deluxe),Lil Baby,2020-05-01,169782,44,0.819,0.0145,0.793,0.0,0.362,-5.77,0.0975,85.005,4,0.531
211,Hurtin,My Turn (Deluxe),Lil Baby,2020-05-01,163652,44,0.813,0.0624,0.422,1.41e-06,0.137,-8.788,0.342,93.877,4,0.159
212,Forget That (feat. Rylo Rodriguez),My Turn (Deluxe),Lil Baby,2020-05-01,167171,51,0.897,0.0498,0.574,6.38e-06,0.122,-8.017,0.406,150.086,4,0.769
213,Solid,My Turn (Deluxe),Lil Baby,2020-05-01,185853,44,0.825,0.0166,0.589,1.57e-06,0.135,-6.875,0.452,156.037,4,0.339
214,Social Distancing,My Turn (Deluxe),Lil Baby,2020-05-01,137826,57,0.849,0.0471,0.64,0.0,0.321,-5.15,0.196,126.005,4,0.36
215,All In,My Turn (Deluxe),Lil Baby,2020-05-01,156032,56,0.837,0.0762,0.663,0.0,0.0941,-6.434,0.334,95.081,4,0.293
216,Low Down,My Turn (Deluxe),Lil Baby,2020-05-01,144651,66,0.962,0.0354,0.619,0.0,0.083,-5.562,0.405,127.958,4,0.154
217,Humble,My Turn (Deluxe),Lil Baby,2020-05-01,191583,60,0.554,0.17,0.614,0.0,0.267,-5.715,0.44,80.028,4,0.372
218,Get Money,My Turn (Deluxe),Lil Baby,2020-05-01,167915,53,0.559,0.0342,0.684,0.0,0.162,-6.009,0.232,150.059,4,0.249
219,We Paid (feat. 42 Dugg),My Turn (Deluxe),Lil Baby,2020-05-01,181929,74,0.926,0.135,0.542,0.0,0.0877,-5.064,0.293,135.14,4,0.564
